년도,학교명,설립유형,지역명,입학정원,졸업생수,전임교원수,재학생,신입생경쟁률,신입생충원율,취업률,외국인학생수,전임교원1인당학생수,전임교원확보율,전임교원강의담당비율,학생1인당연간장학금,연평균등록금,학생1인당교육비,기숙사수용율,학생1인당도서자료수
2023,동의대학교,사립,부산,3617 ,3406 ,556 ,14267 ,5.0 ,98.2 ,62.1 ,175 ,28.37 ,76.58 ,81.7 ,3867194.7 ,6616.5 ,11703.3 ,21.5 ,84.1 
2023,루터대학교,사립,경기,85 ,78 ,16 ,346 ,3.6 ,100.0 ,74.6 ,1 ,27.31 ,88.89 ,64.1 ,4267816.8 ,6334.5 ,14370.8 ,27.1 ,113.3 
2023,명지대학교,사립,경기,1264 ,1571 ,266 ,6072 ,9.1 ,99.9 ,72.2 ,431 ,24.83 ,74.72 ,65.9 ,3574478.6 ,9158.0 ,12881.4 ,30.7 ,105.9 
2023,명지대학교-제2캠퍼스,사립,서울,1263 ,1992 ,240 ,7674 ,10.3 ,99.8 ,67.2 ,1934 ,32.52 ,62.50 ,59.4 ,3421279.3 ,6994.4 ,0.0 ,11.9 ,0.0 
2023,목원대학교,사립,대전,1815 ,1469 ,276 ,7041 ,5.6 ,100.0 ,62.2 ,750 ,30.38 ,74.80 ,54.6 ,4212403.5 ,7297.3 ,11859.7 ,21.0 ,92.8 
2023,목포가톨릭대학교,사립,전남,120 ,116 ,18 ,509 ,4.7 ,95.8 ,81.0 ,1 ,26.67 ,72.00 ,70.1 ,4946391.4 ,6539.0 ,14481.9 ,39.9 ,107.1 
2023,배재대학교,사립,대전,1845 ,1592 ,279 ,7589 ,5.8 ,98.6 ,63.4 ,518 ,31.61 ,71.91 ,73.5 ,3716750.6 ,7282.1 ,12097.0 ,22.2 ,95.2 
2023,백석대학교,사립,충남,2890 ,2817 ,477 ,11632 ,6.9 ,100.0 ,67.6 ,244 ,30.78 ,70.67 ,75.1 ,3700678.3 ,7917.5 ,11972.2 ,14.7 ,86.2 
2023,부산가톨릭대학교,사립,부산,735 ,945 ,138 ,3534 ,7.2 ,95.8 ,74.1 ,237 ,27.04 ,74.19 ,81.8 ,4697372.4 ,6850.8 ,12517.1 ,13.8 ,104.3 
2023,부산대학교,국립,부산,4291 ,4278 ,1425 ,19759 ,10.7 ,99.8 ,61.1 ,1114 ,20.60 ,89.62 ,58.2 ,2959075.4 ,4464.8 ,23129.9 ,20.8 ,94.8 
2023,부산외국어대학교,사립,부산,1470 ,1546 ,237 ,6735 ,4.4 ,99.7 ,60.1 ,1003 ,31.83 ,75.00 ,69.2 ,3266689.9 ,6280.8 ,10396.3 ,23.2 ,118.2 
2023,부산장신대학교,사립,경남,32 ,50 ,17 ,133 ,1.7 ,100.0 ,75.0 ,1 ,31.88 ,100.00 ,79.2 ,5902532.8 ,5815.1 ,13750.0 ,65.8 ,222.9 
2023,삼육대학교,사립,서울,1137 ,1286 ,215 ,5445 ,13.6 ,100.0 ,69.0 ,271 ,24.93 ,69.81 ,60.9 ,4161127.2 ,7830.3 ,14992.0 ,22.1 ,87.4 
2023,상명대학교,사립,서울,1379 ,1462 ,266 ,6322 ,9.7 ,99.9 ,64.5 ,418 ,25.66 ,74.93 ,82.8 ,3598741.8 ,7773.5 ,14775.5 ,8.7 ,89.5 
2023,상명대학교-제2캠퍼스,사립,충남,1367 ,1369 ,215 ,5551 ,8.2 ,100.0 ,67.6 ,103 ,25.26 ,75.70 ,84.9 ,4024013.4 ,8148.7 ,0.0 ,19.1 ,0.0 
2023,상지대학교,사립,강원,1758 ,1242 ,254 ,6320 ,5.0 ,86.0 ,69.9 ,146 ,35.77 ,77.68 ,72.0 ,3307329.7 ,7245.3 ,12157.0 ,27.8 ,110.8 
2023,서강대학교,사립,서울,1602 ,1886 ,413 ,8100 ,18.7 ,99.1 ,73.9 ,2066 ,31.32 ,69.06 ,60.2 ,2911339.3 ,8000.0 ,19196.0 ,12.4 ,120.5 
2023,서경대학교,사립,서울,1309 ,1362 ,255 ,6660 ,16.8 ,100.0 ,72.6 ,753 ,22.10 ,77.04 ,66.3 ,3561324.3 ,7966.2 ,12727.9 ,11.1 ,94.2 
2023,서남대학교,사립,전북,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,서남대학교-제2캠퍼스,사립,충남,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,서울과학기술대학교,국립,서울,2148 ,2163 ,419 ,10115 ,12.4 ,100.0 ,71.5 ,669 ,25.85 ,68.35 ,62.0 ,3180992.5 ,5465.4 ,18312.7 ,22.2 ,69.7 
2023,서울기독대학교,사립,서울,136 ,95 ,27 ,413 ,3.4 ,86.0 ,55.6 ,3 ,35.37 ,96.43 ,50.2 ,3539729.4 ,7468.5 ,10904.3 ,16.4 ,99.7 
2023,서울대학교,국립,서울,3233 ,3113 ,2308 ,16662 ,5.4 ,100.0 ,70.3 ,1452 ,13.32 ,119.28 ,49.4 ,3241590.9 ,6011.7 ,58038.7 ,24.5 ,192.6 
2023,서울시립대학교,국립,서울,1727 ,1951 ,450 ,8697 ,13.3 ,100.0 ,70.4 ,737 ,24.57 ,78.84 ,53.4 ,2137176.7 ,2395.9 ,18447.8 ,11.4 ,102.7 
2023,서울신학대학교,사립,경기,457 ,496 ,103 ,2015 ,5.6 ,100.0 ,65.3 ,209 ,31.32 ,77.44 ,65.4 ,5349776.2 ,7209.3 ,12445.1 ,14.3 ,127.2 
2023,서울여자대학교,사립,서울,1670 ,1516 ,232 ,7018 ,15.9 ,100.1 ,67.2 ,526 ,31.51 ,70.09 ,62.2 ,3721606.3 ,7593.3 ,12900.8 ,12.2 ,102.3 
2023,서울장신대학교,사립,경기,104 ,110 ,35 ,275 ,1.8 ,70.2 ,73.1 ,1 ,27.06 ,112.90 ,64.7 ,6070921.0 ,7349.2 ,12532.5 ,62.4 ,201.7 
2023,서울한영대학교,사립,서울,180 ,143 ,33 ,623 ,5.8 ,96.2 ,66.9 ,0 ,30.88 ,78.57 ,59.1 ,4287963.5 ,6979.6 ,9242.6 ,15.3 ,149.6 
2023,서원대학교,사립,충북,1622 ,1483 ,231 ,6571 ,6.0 ,100.0 ,60.3 ,145 ,29.47 ,75.00 ,79.4 ,4094440.4 ,6954.3 ,12874.8 ,14.9 ,113.4 
2023,선문대학교,사립,충남,2053 ,1928 ,294 ,9010 ,4.7 ,100.3 ,74.3 ,1607 ,31.38 ,67.12 ,61.8 ,4394585.5 ,7598.5 ,14800.9 ,38.5 ,82.2 
2023,성결대학교,사립,경기,1228 ,1118 ,187 ,5345 ,9.3 ,99.9 ,66.6 ,237 ,31.18 ,73.62 ,61.9 ,3506122.9 ,7251.3 ,12096.3 ,11.6 ,104.9 
2023,성공회대학교,사립,서울,502 ,382 ,82 ,2038 ,5.9 ,100.0 ,60.3 ,24 ,32.99 ,78.85 ,60.7 ,4299305.1 ,7089.4 ,12375.7 ,21.1 ,121.1 
2023,성균관대학교,사립,서울,3335 ,4122 ,1520 ,19487 ,18.8 ,99.8 ,76.5 ,3927 ,16.70 ,103.83 ,57.6 ,3287133.6 ,8448.6 ,30169.1 ,20.5 ,85.0 
2023,성신여자대학교,사립,서울,2195 ,1979 ,312 ,9229 ,11.9 ,99.7 ,62.0 ,510 ,31.79 ,65.14 ,51.2 ,3739463.2 ,7935.8 ,12706.3 ,10.3 ,96.0 
2023,세명대학교,사립,충북,1603 ,1609 ,262 ,6453 ,4.9 ,84.7 ,68.7 ,198 ,29.52 ,77.51 ,73.2 ,4311378.0 ,6915.8 ,13598.6 ,49.7 ,93.1 
2023,세종대학교,사립,서울,2360 ,2698 ,555 ,12414 ,17.5 ,100.0 ,67.9 ,1704 ,23.67 ,72.45 ,65.9 ,3289039.6 ,7944.9 ,16929.0 ,11.1 ,67.5 
2023,세한대학교,사립,전남,817 ,760 ,121 ,3454 ,3.7 ,99.6 ,68.5 ,35 ,28.65 ,62.69 ,59.2 ,3490978.3 ,7090.9 ,8821.8 ,33.5 ,92.5 
2023,송원대학교,사립,광주,685 ,670 ,103 ,2850 ,4.2 ,99.1 ,69.3 ,451 ,28.79 ,72.54 ,73.2 ,4156494.5 ,6584.5 ,12547.4 ,15.1 ,84.9 
2023,수원가톨릭대학교,사립,경기,90 ,27 ,10 ,120 ,0.3 ,33.3 ,0.0 ,6 ,47.20 ,88.89 ,44.9 ,8585832.8 ,5097.0 ,41278.1 ,141.5 ,934.5 
2023,수원대학교,사립,경기,2130 ,1785 ,329 ,8512 ,12.9 ,100.0 ,67.4 ,96 ,31.89 ,73.44 ,53.9 ,3703523.1 ,7557.8 ,12239.7 ,12.0 ,99.1 
2023,숙명여자대학교,사립,서울,2180 ,2180 ,422 ,10348 ,12.1 ,100.0 ,66.1 ,262 ,30.04 ,71.24 ,55.1 ,3560185.2 ,8137.8 ,16011.8 ,11.8 ,105.1 
2023,순천향대학교,사립,충남,2352 ,2575 ,945 ,11087 ,7.5 ,100.0 ,70.5 ,834 ,12.07 ,154.16 ,67.4 ,4155414.8 ,7873.1 ,22868.3 ,39.0 ,79.9 
2023,숭실대학교,사립,서울,2700 ,3087 ,507 ,14411 ,13.5 ,99.4 ,71.0 ,1924 ,28.06 ,62.29 ,60.7 ,3223748.0 ,7979.9 ,14230.0 ,11.0 ,72.6 
2023,신경주대학교,사립,경북,762 ,196 ,45 ,800 ,1.3 ,57.3 ,71.1 ,86 ,75.00 ,100.00 ,52.8 ,4180212.2 ,7215.6 ,11356.4 ,50.2 ,537.8 
2023,신라대학교,사립,부산,1720 ,1778 ,289 ,6928 ,5.4 ,80.1 ,60.3 ,436 ,30.62 ,81.87 ,75.2 ,4016784.3 ,6738.1 ,11312.5 ,17.0 ,92.2 
2023,신한대학교-제2캠퍼스,사립,경기,1285 ,1283 ,146 ,4958 ,11.8 ,100.0 ,69.4 ,561 ,31.55 ,63.76 ,68.0 ,4382027.2 ,8695.3 ,0.0 ,5.4 ,0.0 
2023,신한대학교,사립,경기,120 ,324 ,79 ,1110 ,13.5 ,100.0 ,72.9 ,18 ,19.51 ,95.18 ,78.8 ,4433215.6 ,9163.6 ,13689.9 ,63.7 ,76.5 
2023,아신대학교,사립,경기,130 ,125 ,53 ,347 ,1.0 ,47.7 ,0.0 ,2 ,34.15 ,115.22 ,73.1 ,5268074.8 ,6568.3 ,11177.7 ,36.1 ,142.1 
2023,아주대학교,사립,경기,1936 ,2286 ,746 ,9825 ,17.4 ,99.9 ,75.4 ,1300 ,18.39 ,99.20 ,67.9 ,3364888.1 ,8312.5 ,27183.8 ,30.6 ,83.4 
2023,안양대학교,사립,경기,982 ,958 ,163 ,4352 ,10.7 ,99.9 ,66.0 ,28 ,31.81 ,69.96 ,71.4 ,3750558.0 ,7622.8 ,13166.3 ,6.8 ,98.2 
2023,안양대학교-제2캠퍼스,사립,인천,149 ,50 ,27 ,310 ,5.3 ,90.7 ,75.0 ,1 ,21.56 ,158.82 ,80.2 ,3802697.8 ,8114.8 ,0.0 ,80.0 ,0.0 
2023,연세대학교,사립,서울,3471 ,4030 ,1746 ,20335 ,9.1 ,99.6 ,70.9 ,4142 ,17.37 ,94.43 ,51.7 ,3647194.7 ,9203.8 ,39943.1 ,35.7 ,93.5 
2023,연세대학교(미래),사립,강원,1319 ,1732 ,396 ,6941 ,10.5 ,100.0 ,71.7 ,482 ,17.21 ,92.31 ,58.1 ,3576679.4 ,8525.3 ,24500.6 ,57.8 ,80.9 
2023,영남대학교,사립,경북,4587 ,4857 ,924 ,20332 ,6.4 ,99.8 ,55.9 ,935 ,25.43 ,81.91 ,65.3 ,4081332.2 ,7461.5 ,15389.5 ,13.8 ,83.5 
2023,영남신학대학교,사립,경북,115 ,104 ,27 ,329 ,1.5 ,99.1 ,57.1 ,10 ,34.59 ,93.10 ,65.3 ,5208379.7 ,6166.0 ,9937.7 ,70.5 ,210.5 
2023,영산대학교(양산)-제2캠퍼스,사립,경남,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,영산대학교(해운대),사립,부산,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,영산선학대학교,사립,전남,50 ,7 ,11 ,34 ,0.0 ,4.0 ,0.0 ,3 ,18.18 ,550.00 ,100.0 ,3291428.6 ,2000.0 ,28809.4 ,347.1 ,1366.8 
2023,예수대학교,사립,전북,115 ,146 ,20 ,491 ,6.9 ,100.0 ,75.2 ,0 ,25.40 ,76.92 ,79.5 ,3766452.7 ,6846.2 ,12521.6 ,16.9 ,94.2 
2023,예원예술대학교-제2캠퍼스,사립,경기,89 ,74 ,18 ,324 ,5.6 ,91.0 ,69.6 ,30 ,28.61 ,64.29 ,68.9 ,3496873.9 ,8501.6 ,0.0 ,30.7 ,0.0 
2023,예원예술대학교,사립,전북,142 ,196 ,47 ,872 ,3.0 ,78.2 ,56.0 ,370 ,17.57 ,102.17 ,52.1 ,3463650.3 ,8280.4 ,5831.0 ,0.0 ,25.1 
2023,용인대학교,사립,경기,1262 ,1339 ,202 ,5442 ,7.4 ,100.0 ,67.5 ,326 ,31.64 ,68.71 ,66.7 ,3769732.7 ,7735.7 ,12443.6 ,12.8 ,74.7 
2023,우석대학교,사립,전북,1507 ,1504 ,291 ,6561 ,5.1 ,84.5 ,66.2 ,653 ,26.49 ,77.81 ,76.0 ,3635390.6 ,6937.8 ,13373.1 ,31.1 ,103.3 
2023,우송대학교,사립,대전,2004 ,1942 ,330 ,9573 ,8.2 ,100.0 ,70.2 ,2194 ,25.29 ,68.61 ,59.6 ,4238610.3 ,7227.7 ,11845.0 ,20.9 ,63.1 
2023,울산과학기술원,특별법법인,울산,400 ,498 ,320 ,1752 ,15.2 ,100.3 ,71.2 ,117 ,19.98 ,124.03 ,80.0 ,6481034.1 ,6211.4 ,77546.0 ,79.1 ,69.7 
2023,울산대학교,사립,울산,2727 ,2805 ,1100 ,11272 ,4.6 ,99.2 ,60.8 ,297 ,12.80 ,158.27 ,54.7 ,3338537.3 ,7333.6 ,23803.5 ,21.3 ,77.8 
2023,원광대학교,사립,전북,3047 ,3132 ,703 ,13066 ,4.8 ,95.4 ,63.0 ,86 ,23.39 ,88.87 ,67.2 ,3886683.7 ,7496.5 ,15906.5 ,26.8 ,110.3 
2023,위덕대학교,사립,경북,671 ,601 ,106 ,2423 ,3.2 ,96.0 ,67.4 ,87 ,31.58 ,86.18 ,77.8 ,4836477.6 ,7335.5 ,12757.5 ,25.9 ,106.0 
2023,유원대학교,사립,충북,875 ,799 ,116 ,3249 ,4.2 ,86.9 ,71.9 ,282 ,30.94 ,75.32 ,62.0 ,4722966.8 ,7251.4 ,11584.2 ,35.5 ,124.6 
2023,을지대학교-제2캠퍼스,사립,경기,827 ,838 ,118 ,3831 ,9.9 ,100.0 ,77.2 ,14 ,27.86 ,62.77 ,69.5 ,3913143.9 ,8454.9 ,0.0 ,12.9 ,0.0 
2023,을지대학교,사립,대전,40 ,51 ,318 ,301 ,10.9 ,100.0 ,97.9 ,2 ,0.75 ,993.75 ,88.6 ,3893470.6 ,10414.0 ,24055.4 ,16.9 ,57.0 
2023,을지대학교-제3캠퍼스,사립,경기,192 ,105 ,22 ,675 ,8.3 ,100.0 ,88.5 ,1 ,49.18 ,36.67 ,70.3 ,4479565.5 ,8227.6 ,0.0 ,27.2 ,0.0 
2023,이화여자대학교,사립,서울,3167 ,3403 ,981 ,15940 ,10.0 ,99.7 ,67.9 ,1417 ,23.29 ,86.43 ,51.1 ,3493079.5 ,8742.2 ,21326.4 ,21.9 ,81.4 
2023,인제대학교-제2캠퍼스,사립,부산,0 ,0 ,0 ,866 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,13.9 ,0.0 
2023,인제대학교,사립,경남,1704 ,1960 ,937 ,7595 ,4.9 ,94.6 ,66.7 ,489 ,10.73 ,195.62 ,71.3 ,3869825.3 ,7275.8 ,19226.5 ,28.7 ,101.8 
2023,인천가톨릭대학교-제2캠퍼스,사립,인천,153 ,167 ,26 ,612 ,7.2 ,100.0 ,72.9 ,0 ,32.54 ,72.22 ,57.5 ,3314093.6 ,8418.4 ,0.0 ,0.0 ,0.0 
2023,인천가톨릭대학교,사립,인천,12 ,12 ,19 ,45 ,0.8 ,75.0 ,0.0 ,4 ,6.16 ,633.33 ,63.3 ,8149566.7 ,5446.0 ,18728.4 ,28.5 ,182.1 
2023,인천대학교,국립,인천,2492 ,2826 ,493 ,11333 ,10.1 ,99.8 ,70.6 ,405 ,24.37 ,80.95 ,61.7 ,3363645.6 ,4632.1 ,19594.3 ,25.6 ,105.8 
2023,인하대학교,사립,인천,3495 ,3911 ,890 ,17798 ,15.0 ,99.9 ,72.2 ,1886 ,21.66 ,83.26 ,64.5 ,3413152.7 ,7770.6 ,20122.4 ,12.6 ,79.9 
2023,장로회신학대학교,사립,서울,150 ,169 ,80 ,616 ,2.0 ,96.7 ,0.0 ,3 ,37.48 ,68.97 ,61.8 ,4332965.1 ,6657.7 ,11484.2 ,33.0 ,192.2 
2023,전남대학교,국립,광주,3397 ,3672 ,1142 ,16165 ,7.3 ,99.9 ,59.5 ,773 ,19.50 ,92.39 ,58.9 ,2861508.0 ,4167.7 ,24124.6 ,21.8 ,84.2 
2023,전남대학교-제2캠퍼스,국립,전남,802 ,532 ,141 ,2772 ,4.9 ,98.9 ,55.7 ,102 ,24.48 ,104.44 ,67.8 ,3100867.3 ,4111.6 ,0.0 ,31.9 ,0.0 
2023,전북대학교,국립,전북,3848 ,4070 ,1080 ,17800 ,8.2 ,99.8 ,62.3 ,1011 ,19.95 ,91.14 ,57.3 ,2851394.2 ,4431.7 ,21407.4 ,28.4 ,82.9 
2023,전주대학교,사립,전북,2522 ,2390 ,360 ,10528 ,4.4 ,93.7 ,60.0 ,548 ,32.17 ,67.75 ,73.5 ,4041381.1 ,7021.3 ,12894.6 ,17.3 ,60.9 
2023,제주국제대학교,사립,제주,370 ,162 ,50 ,368 ,0.4 ,8.9 ,70.6 ,128 ,39.66 ,172.41 ,65.8 ,3349103.2 ,5837.8 ,17213.6 ,40.5 ,121.8 
2023,제주대학교,국립,제주,2175 ,1911 ,653 ,9590 ,6.3 ,100.0 ,59.8 ,338 ,17.31 ,110.49 ,64.2 ,2761034.8 ,3977.3 ,20953.6 ,20.4 ,123.5 
2023,조선대학교,사립,광주,4367 ,4167 ,766 ,18328 ,5.6 ,99.4 ,59.8 ,300 ,27.13 ,75.99 ,72.4 ,3730096.9 ,7109.9 ,14676.5 ,12.6 ,72.7 
2023,중부대학교,사립,충남,1760 ,1644 ,272 ,7208 ,6.6 ,97.3 ,70.9 ,710 ,30.76 ,69.74 ,70.1 ,4075018.6 ,7247.7 ,10556.6 ,22.2 ,85.0 
2023,중앙대학교,사립,서울,3250 ,4144 ,998 ,18742 ,23.5 ,100.0 ,72.4 ,3097 ,21.04 ,80.81 ,67.2 ,3156378.1 ,7971.0 ,17498.4 ,12.7 ,80.1 
2023,중앙대학교-제2캠퍼스,사립,경기,1208 ,1075 ,154 ,5272 ,9.4 ,100.0 ,70.1 ,869 ,36.56 ,52.92 ,35.3 ,3986154.6 ,8745.9 ,0.0 ,36.6 ,0.0 
2023,중앙승가대학교,사립,경기,120 ,40 ,16 ,74 ,0.1 ,13.3 ,0.0 ,0 ,38.44 ,200.00 ,68.1 ,3573118.0 ,1760.0 ,26715.3 ,247.9 ,572.9 
2023,중원대학교,사립,충북,812 ,785 ,141 ,3150 ,3.3 ,79.0 ,72.7 ,45 ,26.18 ,84.43 ,77.6 ,4888545.9 ,7446.5 ,13386.7 ,98.5 ,59.6 
2023,차의과학대학교,사립,경기,504 ,460 ,482 ,2249 ,7.5 ,100.0 ,74.9 ,2 ,7.96 ,203.38 ,55.3 ,4172066.2 ,7156.3 ,36941.6 ,20.1 ,32.0 
2023,창신대학교,사립,경남,325 ,425 ,81 ,1675 ,7.9 ,100.0 ,71.8 ,143 ,25.04 ,83.51 ,60.8 ,4680744.2 ,6406.7 ,13611.6 ,51.0 ,83.4 
2023,청주대학교,사립,충북,2652 ,2556 ,368 ,10704 ,6.0 ,99.3 ,66.5 ,462 ,31.00 ,67.65 ,72.8 ,3715534.3 ,7658.3 ,12379.8 ,21.2 ,117.9 
2023,초당대학교,사립,전남,717 ,711 ,112 ,2856 ,4.0 ,94.9 ,71.0 ,437 ,27.88 ,73.68 ,74.0 ,4073790.2 ,6665.8 ,11949.8 ,41.7 ,115.4 
2023,총신대학교,사립,서울,307 ,401 ,120 ,1374 ,3.9 ,100.0 ,64.4 ,112 ,33.43 ,76.92 ,70.3 ,4549034.5 ,6973.6 ,10699.8 ,51.5 ,204.6 
2023,추계예술대학교,사립,서울,250 ,262 ,53 ,1110 ,10.0 ,100.0 ,58.1 ,29 ,25.43 ,73.61 ,35.9 ,3452451.6 ,8815.8 ,14735.8 ,13.2 ,109.6 
2023,충남대학교,국립,대전,3584 ,3474 ,1036 ,17375 ,8.0 ,99.8 ,65.2 ,608 ,21.10 ,84.36 ,62.2 ,2467470.7 ,4358.7 ,22285.2 ,24.3 ,85.5 
2023,충북대학교,국립,충북,2806 ,2987 ,766 ,12981 ,10.1 ,99.7 ,60.9 ,711 ,21.51 ,86.07 ,61.9 ,3017474.3 ,4274.1 ,23690.5 ,27.0 ,87.0 
2023,칼빈대학교,사립,경기,90 ,84 ,47 ,590 ,2.3 ,100.0 ,77.8 ,324 ,15.64 ,58.75 ,56.8 ,4381170.2 ,7610.8 ,10213.9 ,37.6 ,119.2 
2023,탐라대학교,사립,제주,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,평택대학교,사립,경기,805 ,847 ,132 ,3189 ,6.9 ,100.2 ,65.1 ,143 ,31.78 ,78.57 ,72.2 ,3801739.4 ,7576.1 ,11616.6 ,26.9 ,124.1 
2023,포항공과대학교,사립,경북,320 ,256 ,284 ,1409 ,6.9 ,99.1 ,83.8 ,0 ,17.21 ,125.66 ,70.2 ,6691295.3 ,5613.5 ,124079.4 ,93.4 ,116.0 
2023,한경국립대학교,국립,경기,1271 ,1117 ,246 ,5165 ,6.5 ,99.5 ,67.3 ,345 ,20.94 ,88.49 ,60.1 ,2747215.6 ,4037.8 ,17644.2 ,24.1 ,92.7 
2023,한국공학대학교,사립,경기,1380 ,1504 ,256 ,7200 ,7.2 ,100.0 ,73.6 ,382 ,23.69 ,75.96 ,69.8 ,3573456.8 ,9034.6 ,17619.2 ,36.4 ,29.9 
2023,한국과학기술원,특별법법인,대전,970 ,709 ,670 ,3868 ,5.7 ,106.5 ,67.4 ,444 ,20.07 ,89.32 ,80.9 ,7168425.5 ,6866.0 ,94337.9 ,56.9 ,83.0 
2023,한국교원대학교,국립,충북,546 ,574 ,211 ,2267 ,6.4 ,99.8 ,52.1 ,0 ,35.20 ,67.85 ,55.5 ,2579391.6 ,3179.4 ,14111.6 ,64.5 ,127.9 
2023,한국기술교육대학교,사립,충남,836 ,868 ,188 ,4111 ,6.2 ,100.0 ,80.3 ,37 ,22.02 ,88.26 ,48.0 ,3422440.0 ,4502.3 ,43586.8 ,61.4 ,94.2 
2023,한국성서대학교,사립,서울,223 ,213 ,44 ,1014 ,8.1 ,100.0 ,72.2 ,136 ,27.36 ,77.19 ,71.5 ,4400902.8 ,7111.1 ,13195.5 ,15.9 ,139.9 
2023,한국에너지공과대학교,특별법법인,전남,100 ,0 ,49 ,196 ,17.4 ,101.0 ,0.0 ,0 ,19.39 ,288.24 ,71.9 ,16168269.2 ,9000.0 ,453046.6 ,79.9 ,40.8 
2023,한국외국어대학교,사립,서울,3377 ,3889 ,633 ,16740 ,12.4 ,99.9 ,65.3 ,2563 ,29.32 ,74.12 ,47.6 ,2818067.1 ,7184.4 ,12706.0 ,18.6 ,108.4 
2023,한국전통문화대학교,국립,충남,140 ,134 ,36 ,574 ,6.1 ,100.0 ,64.3 ,1 ,30.14 ,68.63 ,30.7 ,3007638.6 ,3268.8 ,40784.7 ,87.4 ,362.0 
2023,한국체육대학교,국립,서울,535 ,547 ,118 ,2410 ,5.2 ,99.8 ,77.2 ,6 ,25.85 ,73.29 ,62.1 ,3085239.5 ,3859.9 ,16834.9 ,36.4 ,55.0 
2023,한국침례신학대학교,사립,대전,204 ,269 ,46 ,798 ,1.2 ,67.6 ,55.2 ,0 ,52.26 ,59.74 ,51.6 ,6773814.4 ,6019.4 ,11009.9 ,43.2 ,161.4 
2023,한국항공대학교,사립,경기,871 ,888 ,165 ,4044 ,11.0 ,101.8 ,72.5 ,91 ,25.42 ,69.92 ,75.7 ,3467252.0 ,8510.9 ,19648.1 ,17.0 ,69.3 
2023,한남대학교,사립,대전,2715 ,2234 ,406 ,11388 ,5.0 ,99.9 ,66.8 ,859 ,30.23 ,71.10 ,75.4 ,3788001.2 ,7235.0 ,12417.1 ,12.8 ,80.8 
2023,한동대학교,사립,경북,729 ,771 ,149 ,3920 ,4.9 ,100.0 ,67.1 ,193 ,24.91 ,73.04 ,68.4 ,4342907.7 ,7123.0 ,19191.4 ,70.4 ,72.1 
2023,한라대학교,사립,강원,907 ,760 ,118 ,3170 ,3.1 ,71.6 ,65.3 ,278 ,29.45 ,79.73 ,70.5 ,3926121.4 ,7158.0 ,12816.6 ,20.5 ,83.1 
2023,한려대학교,사립,전남,0 ,0 ,0 ,0 ,0.0 ,0.0 ,33.3 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,한림대학교,사립,강원,1771 ,1669 ,748 ,7594 ,5.6 ,100.0 ,64.7 ,252 ,11.31 ,173.55 ,67.5 ,3824310.8 ,7540.8 ,28220.5 ,33.9 ,104.7 
2023,한북대학교,사립,경기,0 ,0 ,0 ,0 ,0.0 ,0.0 ,0.0 ,0 ,0.00 ,0.00 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
2023,한서대학교,사립,충남,1569 ,1410 ,260 ,6479 ,6.8 ,93.4 ,70.4 ,243 ,26.60 ,75.14 ,82.6 ,3924210.4 ,7970.7 ,14403.4 ,29.5 ,105.4 
2023,한성대학교,사립,서울,1458 ,1548 ,265 ,6942 ,11.9 ,100.0 ,69.0 ,380 ,27.05 ,71.62 ,68.6 ,3680354.9 ,7778.9 ,12806.1 ,12.2 ,99.2 
2023,한세대학교,사립,경기,566 ,536 ,109 ,2549 ,10.1 ,99.8 ,74.7 ,25 ,32.66 ,72.67 ,53.8 ,4268950.6 ,8154.1 ,12169.2 ,12.3 ,127.0 
2023,한신대학교,사립,경기,1161 ,1067 ,181 ,5397 ,6.1 ,100.0 ,64.7 ,315 ,30.25 ,70.98 ,70.9 ,3493781.3 ,7246.2 ,11308.6 ,14.9 ,94.1 
2023,한양대학교,사립,서울,2906 ,3559 ,1150 ,16531 ,19.6 ,100.0 ,72.5 ,3451 ,19.85 ,85.19 ,64.6 ,3609041.4 ,8556.9 ,27686.7 ,11.1 ,77.6 
2023,한양대학교(ERICA),사립,경기,1910 ,2223 ,407 ,10404 ,17.2 ,99.8 ,71.3 ,2102 ,23.62 ,68.52 ,57.9 ,4162183.5 ,8526.7 ,22865.5 ,24.6 ,91.0 
